Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,49.243999,49.294998,47.595001,48.167999,48.161785,411254000
2024-01-03,47.485001,48.183998,47.320000,47.569000,47.562862,320896000
2024-01-04,47.766998,48.500000,47.507999,47.998001,47.991810,306535000
2024-01-05,48.462002,49.547001,48.306000,49.097000,49.090664,415039000
2024-01-08,49.512001,52.275002,49.479000,52.252998,52.246258,642510000
2024-01-09,52.401001,54.325001,51.689999,53.139999,53.133144,773100000
2024-01-10,53.616001,54.599998,53.488998,54.349998,54.342987,533796000
2024-01-11,54.999001,55.346001,53.560001,54.821999,54.814926,596759000
2024-01-12,54.619999,54.970001,54.330002,54.709999,54.702938,352994000
2024-01-16,55.018002,56.834999,54.900002,56.382000,56.374725,449580000
2024-01-17,56.347000,56.471001,54.740002,56.053001,56.045769,474394000
2024-01-18,57.259998,57.599998,56.106998,57.106998,57.099628,491650000
2024-01-19,57.988998,59.500000,57.224998,59.491001,59.483326,543501000
2024-01-22,60.049000,60.331001,59.070000,59.653999,59.646305,452955000
2024-01-23,59.570000,59.910000,58.584999,59.873001,59.865276,294654000
2024-01-24,60.304001,62.848999,59.938000,61.362000,61.354084,560271000
2024-01-25,62.349998,62.719002,60.849998,61.617001,61.609047,482777000
2024-01-26,60.959999,61.783001,60.573002,61.030998,61.023125,390309000
2024-01-29,61.231998,62.488998,60.907001,62.465000,62.456940,348733000
2024-01-30,62.900002,63.493000,62.259998,62.773998,62.765896,410735000
2024-01-31,61.439999,62.269001,60.700001,61.527000,61.519058,453795000
2024-02-01,62.099998,63.191002,61.650002,63.027000,63.018867,369146000
2024-02-02,63.973999,66.599998,63.689999,66.160004,66.151466,476578000
2024-02-05,68.224998,69.497002,67.205002,69.332001,69.323059,680078000
2024-02-06,69.629997,69.753998,66.300003,68.223000,68.214203,683111000
2024-02-07,68.319000,70.220001,67.599998,70.098999,70.089951,495575000
2024-02-08,70.073997,70.793999,69.455002,69.640999,69.632011,414422000
2024-02-09,70.532997,72.184998,70.211998,72.133003,72.123695,436637000
