Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,351.320007,353.160004,340.010010,346.290009,345.922974,19042200
2024-01-03,344.980011,347.950012,343.179993,344.470001,344.104889,15451100
2024-01-04,344.500000,348.149994,343.399994,347.119995,346.752075,12099900
2024-01-05,346.989990,353.500000,346.260010,351.950012,351.576996,13920700
2024-01-08,354.700012,358.980011,352.049988,358.660004,358.279877,13890200
2024-01-09,356.399994,360.640015,355.359985,357.429993,357.051147,13463900
2024-01-10,360.170013,372.940002,359.079987,370.470001,370.077332,22117200
2024-01-11,372.130005,372.779999,362.929993,369.670013,369.278198,17205400
2024-01-12,370.160004,377.059998,369.540009,374.489990,374.093079,19295700
2024-01-16,373.649994,375.609985,367.230011,367.459991,367.070526,15306900
2024-01-17,366.299988,368.540009,358.609985,368.369995,367.979553,12724800
2024-01-18,371.489990,376.850006,370.950012,376.130005,375.731354,16354300
2024-01-19,379.000000,384.359985,377.970001,383.450012,383.043610,21470100
2024-01-22,387.950012,390.350006,381.160004,381.779999,381.375366,17680500
2024-01-23,384.619995,388.380005,382.079987,385.200012,384.791748,15506100
2024-01-24,390.000000,396.149994,387.809998,390.700012,390.285919,15698500
2024-01-25,390.170013,395.489990,385.660004,393.179993,392.763275,15091100
2024-01-26,394.350006,396.790009,391.589996,394.140015,393.722260,13163700
2024-01-29,394.989990,402.929993,393.100006,401.019989,400.594940,18742400
2024-01-30,403.589996,406.359985,399.570007,400.059998,399.635986,18614700
2024-01-31,389.000000,398.000000,387.100006,390.140015,389.726501,20180800
2024-02-01,393.940002,400.500000,393.049988,394.779999,394.361572,29727100
2024-02-02,459.600006,485.959991,453.010010,474.989990,474.486542,84615500
2024-02-05,469.880005,471.899994,459.220001,459.410004,458.923065,40832400
2024-02-06,464.000000,467.119995,453.000000,454.720001,454.238037,21655200
2024-02-07,458.000000,471.519989,456.179993,469.589996,469.092285,23066000
2024-02-08,468.320007,470.589996,465.029999,470.000000,469.501862,18815100
2024-02-09,472.950012,473.589996,467.470001,468.109985,467.613831,18413100
2024-02-12,468.190002,479.149994,466.579987,468.899994,468.403015,19382000
2024-02-13,456.869995,467.890015,455.089996,460.119995,459.632324,20916600
2024-02-14,467.929993,474.109985,466.089996,473.279999,472.778381,16858400
2024-02-15,475.279999,488.619995,472.220001,484.029999,483.516968,24212300
2024-02-16,478.109985,478.959991,469.209991,473.320007,472.818329,23306500
